query;fonte_coleta;titulo;url;resumo;data_publicacao;veiculo
"""Programa Melhor em Casa""";serpapi_news_engine;Profissionais das Unidades Básicas de Saúde recebem capacitação sobre o Programa Melhor em Casa;https://caxias.ma.gov.br/2025/11/19/profissionais-das-unidades-basicas-de-saude-recebem-capacitacao-sobre-o-programa-melhor-em-casa/;;11/19/2025, 08:00 AM, +0000 UTC;{'name': 'Prefeitura Municipal de Caxias', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://caxias.ma.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Serviço de Atenção Domiciliar de Maceió assiste pacientes acamados na capital;https://maceio.al.gov.br/noticias/sms/servico-de-atencao-domiciliar-de-maceio-assiste-pacientes-acamados-na-capital;;05/11/2025, 07:00 AM, +0000 UTC;{'name': 'Prefeitura de Maceió', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://maceio.al.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Secretaria de Estado da Saúde promove capacitação para mais de 200 profissionais do Programa Melhor em Casa;https://saude.se.gov.br/secretaria-de-estado-da-saude-promove-capacitacao-para-mais-de-200-profissionais-do-programa-melhor-em-casa/;;08/20/2025, 07:00 AM, +0000 UTC;{'name': 'saude.se.gov.br', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://saude.se.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Programa Melhor em Casa promove encontro de apoio a cuidadores em Guarapuava;https://gmaisnoticias.com/programa-melhor-em-casa-promove-encontro-de-apoio-a-cuidadores-em-guarapuava;;03/08/2026, 11:35 AM, +0000 UTC;{'name': 'G+ Notícias', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://gmaisnoticias.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Prefeitura Municipal de Pouso Alegre;https://pousoalegre.mg.gov.br/noticias_individual/4890;;10/08/2025, 07:00 AM, +0000 UTC;{'name': 'Prefeitura Municipal de Pouso Alegre', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://pousoalegre.mg.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Prefeitura promove reunião com cuidadores do Programa Melhor em Casa nesta terça-feira (22);https://www.guaruja.sp.gov.br/prefeitura-promove-reuniao-com-cuidadores-do-programa-melhor-em-casa-nesta-terca-feira-22;;07/21/2025, 07:00 AM, +0000 UTC;{'name': 'Prefeitura Municipal de Guarujá', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.guaruja.sp.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Em Brasília, prefeito participa de lançamento do programa Melhor em Casa;https://prefeitura.sp.gov.br/web/comunicacao/w/noticias/113004;;06/30/2025, 02:25 PM, +0000 UTC;{'name': 'Prefeitura de São Paulo', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://prefeitura.sp.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;NOTA INFORMATIVA Nº 16/2025-CGADOM/DAHU/SAES/MS;https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/estudos-e-notas-informativas/2025/nota-informativa-no-16-2025-cgadom-dahu-saes-ms;;04/16/2025, 07:00 AM, +0000 UTC;{'name': 'www.gov.br', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;SPDM assume gestão de 150 profissionais do programa Melhor em Casa, em Fortaleza;https://spdm.org.br/noticias/spdm-assume-gestao-de-150-profissionais-do-programa-melhor-em-casa-em-fortaleza/;;12/05/2025, 07:05 PM, +0000 UTC;{'name': 'Associação Paulista Para o Desenvolvimento da Medicina', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://spdm.org.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Sesa realiza primeiro Seminário Estadual de Atenção Domiciliar;https://saude.es.gov.br/Not%C3%ADcia/sesa-realiza-primeiro-seminario-estadual-de-atencao-domiciliar;;08/06/2025, 07:00 AM, +0000 UTC;{'name': 'Secretaria de Estado da Saúde do Espírito Santo', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://saude.es.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Programa Melhor em Casa já está em funcionamento em Búzios;https://buzios.rj.gov.br/programa-melhor-em-casa-ja-esta-em-funcionamento-em-buzios/;;06/02/2025, 07:00 AM, +0000 UTC;{'name': 'Prefeitura Municipal de Armação dos Búzios', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://buzios.rj.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Saúde de Goiás debate Serviço de Atenção Domiciliar no Estado;https://goias.gov.br/saude/saude-de-goias-debate-servico-de-atencao-domiciliar-no-estado/;;06/26/2025, 07:00 AM, +0000 UTC;{'name': 'goias.gov', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://goias.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
"""Programa Melhor em Casa""";serpapi_news_engine;Serviço de Atenção Domiciliar organiza programa de saúde mental voltado a cuidadores;https://www.foz.pr.gov.br/servico-de-atencao-domiciliar-organiza-programa-de-saude-mental-voltado-a-cuidadores/;;10/18/2025, 06:48 AM, +0000 UTC;{'name': 'foz.pr.gov.br', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.foz.pr.gov.br&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}
