SEQ_EQUIPE;CO_MUNICIPIO;UF;REGIAO;TIPO;CONFORME;PROBLEMAS
2282178;230230;CE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
1624121;251620;PB;Nordeste;EMAD I;False;ENFERMEIRO
1624148;251620;PB;Nordeste;EMAP;True;
2229323;330045;RJ;Sudeste;EMAP;True;
308374;330455;RJ;Sudeste;EMAD I;False;ENFERMEIRO
2244438;520551;GO;Centro-Oeste;EMAD II;True;
2241420;520551;GO;Centro-Oeste;EMAP;True;
2257491;231350;CE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
1683896;520910;GO;Centro-Oeste;EMAD II;True;
1683918;520910;GO;Centro-Oeste;EMAP;False;POUCAS_CATEGORIAS_NS
2244748;420750;SC;Sul;EMAD I;True;
2229609;230250;CE;Nordeste;EMAD I;False;MEDICO,ENFERMEIRO,TECNICO_ENFERMAGEM,FISIO_OU_AS
1681184;420930;SC;Sul;EMAP;True;
1603051;355060;SP;Sudeste;EMAD I;False;ENFERMEIRO
1479288;261640;PE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
1708473;330190;RJ;Sudeste;EMAP;True;
1549251;352390;SP;Sudeste;EMAD I;True;
2210029;220220;PI;Nordeste;EMAD I;True;
2237954;293200;BA;Nordeste;EMAD II;True;
473499;410690;PR;Sul;EMAD I;True;
1711636;315280;MG;Sudeste;EMAD II;True;
2150409;210800;MA;Nordeste;EMAD II;True;
2150417;210800;MA;Nordeste;EMAP;True;
1479385;355030;SP;Sudeste;EMAP;True;
1500473;314330;MG;Sudeste;EMAD I;False;ENFERMEIRO
1523325;250630;PB;Nordeste;EMAP;True;
2231239;260750;PE;Nordeste;EMAP;True;
2231247;260750;PE;Nordeste;EMAD II;False;FISIO_OU_AS
2184257;510335;MT;Centro-Oeste;EMAD II;True;
2224186;292660;BA;Nordeste;EMAD I;True;
2224178;292660;BA;Nordeste;EMAP;True;
330396;351870;SP;Sudeste;EMAD I;True;
1709232;330360;RJ;Sudeste;EMAD I;False;ENFERMEIRO
1709240;330360;RJ;Sudeste;EMAP;True;
1589105;350570;SP;Sudeste;EMAD I;True;
1589067;350570;SP;Sudeste;EMAP;True;
1707957;410940;PR;Sul;EMAD I;False;ENFERMEIRO
1640615;352210;SP;Sudeste;EMAP;True;
1620363;313670;MG;Sudeste;EMAD I;True;
1710613;290980;BA;Nordeste;EMAD I;False;ENFERMEIRO
1531824;355030;SP;Sudeste;EMAP;True;
1536249;411840;PR;Sul;EMAD I;True;
1505165;241220;RN;Nordeste;EMAD I;True;
1505203;241220;RN;Nordeste;EMAP;True;
1709550;250890;PB;Nordeste;EMAD I;True;
1520555;530010;DF;Centro-Oeste;EMAP;True;
1705903;270380;AL;Nordeste;EMAD II;True;
1705911;270380;AL;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
1486802;350410;SP;Sudeste;EMAD I;False;ENFERMEIRO
1494120;210060;MA;Nordeste;EMAD II;True;
1494139;210060;MA;Nordeste;EMAP;True;
1577123;350410;SP;Sudeste;EMAP;True;
1709534;290340;BA;Nordeste;EMAD II;True;
2171686;410150;PR;Sul;EMAD I;False;TECNICO_ENFERMAGEM
2240556;291370;BA;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2248468;291050;BA;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2248476;291050;BA;Nordeste;EMAD I;True;
1710893;230440;CE;Nordeste;EMAD I;True;
1710907;230440;CE;Nordeste;EMAP;True;
1700626;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
1700634;230440;CE;Nordeste;EMAD I;True;
1607871;172100;TO;Norte;EMAD I;True;
2245116;210670;MA;Nordeste;EMAD II;False;FISIO_OU_AS
2287072;351380;SP;Sudeste;EMAD I;True;
2287099;351380;SP;Sudeste;EMAP;True;
2279371;230320;CE;Nordeste;EMAD II;True;
1696084;315960;MG;Sudeste;EMAD I;True;
1696092;315960;MG;Sudeste;EMAP;True;
2167433;311660;MG;Sudeste;EMAD II;True;
356816;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
1505289;290687;BA;Nordeste;EMAP;True;
1505297;290687;BA;Nordeste;EMAD II;True;
1472720;211120;MA;Nordeste;EMAD I;True;
1569945;530010;DF;Centro-Oeste;EMAP;True;
468568;530010;DF;Centro-Oeste;EMAP;True;
1715232;353870;SP;Sudeste;EMAD I;True;
1711881;520130;GO;Centro-Oeste;EMAD II;True;
1711903;520130;GO;Centro-Oeste;EMAP;True;
1476505;291170;BA;Nordeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
1476513;291170;BA;Nordeste;EMAP;True;
1688081;230220;CE;Nordeste;EMAP;True;
1688073;230220;CE;Nordeste;EMAD I;True;
1483528;520800;GO;Centro-Oeste;EMAD I;False;TECNICO_ENFERMAGEM
1483536;520800;GO;Centro-Oeste;EMAP;True;
1616382;230020;CE;Nordeste;EMAD I;True;
1618903;230020;CE;Nordeste;EMAP;True;
2244063;230610;CE;Nordeste;EMAD II;True;
2175126;430210;RS;Sul;EMAP;True;
1656554;270430;AL;Nordeste;EMAD I;True;
1656562;270430;AL;Nordeste;EMAD I;True;
1592351;220390;PI;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
1592335;220390;PI;Nordeste;EMAD I;True;
1667912;290460;BA;Nordeste;EMAP;True;
1695827;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
2436817;292740;BA;Nordeste;EMAD I;True;
1669923;352230;SP;Sudeste;EMAD I;True;
1688464;291360;BA;Nordeste;EMAD I;True;
1688472;291360;BA;Nordeste;EMAP;True;
1697552;291580;BA;Nordeste;EMAD II;True;
1697579;291580;BA;Nordeste;EMAP;True;
1704001;270670;AL;Nordeste;EMAD I;True;
1704028;270670;AL;Nordeste;EMAP;True;
1706853;150370;PA;Norte;EMAD I;False;FISIO_OU_AS
1709046;150370;PA;Norte;EMAP;True;
2190761;251120;PB;Nordeste;EMAD II;True;
1618830;251120;PB;Nordeste;EMAP;True;
1469037;330170;RJ;Sudeste;EMAP;True;
1580353;330170;RJ;Sudeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
310409;330455;RJ;Sudeste;EMAP;True;
1542281;130185;AM;Norte;EMAD I;True;
1708015;291860;BA;Nordeste;EMAD II;True;
1708023;291860;BA;Nordeste;EMAP;True;
1489976;251210;PB;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
1489984;251210;PB;Nordeste;EMAD II;True;
1474278;330340;RJ;Sudeste;EMAD I;True;
1594524;330340;RJ;Sudeste;EMAP;True;
468398;530010;DF;Centro-Oeste;EMAD I;True;
2159864;230950;CE;Nordeste;EMAD II;True;
1681176;420930;SC;Sul;EMAD I;True;
2264358;351300;SP;Sudeste;EMAP;True;
151262;261110;PE;Nordeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
151548;261110;PE;Nordeste;EMAD I;False;ENFERMEIRO
151572;261110;PE;Nordeste;EMAP;True;
1486101;261110;PE;Nordeste;EMAD I;False;ENFERMEIRO
1512749;171820;TO;Norte;EMAP;True;
2209683;150506;PA;Norte;EMAD I;True;
2197987;292870;BA;Nordeste;EMAD I;True;
348341;354390;SP;Sudeste;EMAD I;True;
348333;354390;SP;Sudeste;EMAP;True;
1537288;355170;SP;Sudeste;EMAD I;True;
2291045;411915;PR;Sul;EMAD I;True;
1561375;250970;PB;Nordeste;EMAD II;True;
1561189;250970;PB;Nordeste;EMAP;True;
1533657;352510;SP;Sudeste;EMAD I;False;FISIO_OU_AS
1533851;352440;SP;Sudeste;EMAD I;False;ENFERMEIRO
1535870;291610;BA;Nordeste;EMAD II;True;
1536265;291610;BA;Nordeste;EMAP;True;
1543415;150670;PA;Norte;EMAD I;True;
1543423;150670;PA;Norte;EMAP;True;
199141;291800;BA;Nordeste;EMAD I;False;ENFERMEIRO
199168;291800;BA;Nordeste;EMAP;True;
2167646;260090;PE;Nordeste;EMAD II;False;MEDICO
1571311;260790;PE;Nordeste;EMAD I;False;ENFERMEIRO
2232618;150020;PA;Norte;EMAD I;False;ENFERMEIRO
1481959;330510;RJ;Sudeste;EMAD I;True;
1698176;313900;MG;Sudeste;EMAD I;True;
368164;355030;SP;Sudeste;EMAP;True;
1528122;355620;SP;Sudeste;EMAD I;True;
1528130;355620;SP;Sudeste;EMAP;True;
1677578;280550;SE;Nordeste;EMAD II;True;
1677586;280550;SE;Nordeste;EMAP;True;
1666991;150170;PA;Norte;EMAD I;True;
1667009;150170;PA;Norte;EMAP;True;
2255782;280130;SE;Nordeste;EMAD II;True;
2264420;351300;SP;Sudeste;EMAP;True;
1570463;431490;RS;Sul;EMAD I;True;
2301865;250040;PB;Nordeste;EMAP;True;
1485180;270030;AL;Nordeste;EMAP;True;
1485172;270030;AL;Nordeste;EMAD I;True;
2178877;314790;MG;Sudeste;EMAP;True;
2190982;150215;PA;Norte;EMAD I;True;
2190990;150215;PA;Norte;EMAP;True;
2204940;411520;PR;Sul;EMAD I;True;
2204959;411520;PR;Sul;EMAP;True;
2303132;350950;SP;Sudeste;EMAD I;True;
1561049;220190;PI;Nordeste;EMAD II;True;
1561057;220190;PI;Nordeste;EMAP;True;
1505173;230630;CE;Nordeste;EMAD I;False;ENFERMEIRO
1505211;230630;CE;Nordeste;EMAP;True;
1584731;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
1495933;421050;SC;Sul;EMAD II;True;
2170191;421190;SC;Sul;EMAP;True;
1623397;250110;PB;Nordeste;EMAD II;True;
1487000;430210;RS;Sul;EMAD I;False;ENFERMEIRO
1699350;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
1698389;150085;PA;Norte;EMAD II;True;
232327;310670;MG;Sudeste;EMAD I;True;
1711644;315280;MG;Sudeste;EMAP;True;
1484362;270430;AL;Nordeste;EMAD I;True;
2233789;250280;PB;Nordeste;EMAP;True;
2233797;250280;PB;Nordeste;EMAD II;True;
2141108;410830;PR;Sul;EMAD I;False;ENFERMEIRO
1660292;420395;SC;Sul;EMAD II;True;
1656694;310620;MG;Sudeste;EMAP;True;
1711660;411460;PR;Sul;EMAD I;False;ENFERMEIRO
1711679;411460;PR;Sul;EMAP;True;
2260611;412550;PR;Sul;EMAP;False;POUCAS_CATEGORIAS_NS
1688596;290320;BA;Nordeste;EMAD I;False;ENFERMEIRO
1688618;290320;BA;Nordeste;EMAP;True;
1534882;420420;SC;Sul;EMAD I;False;ENFERMEIRO
1579819;420420;SC;Sul;EMAP;True;
1663674;355030;SP;Sudeste;EMAD I;True;
1667610;270420;AL;Nordeste;EMAP;True;
1667629;270420;AL;Nordeste;EMAD II;True;
1680315;420290;SC;Sul;EMAP;True;
1680323;420290;SC;Sul;EMAD I;True;
2274027;330455;RJ;Sudeste;EMAD I;True;
2277425;293290;BA;Nordeste;EMAD I;True;
2277719;421770;SC;Sul;EMAD II;True;
2256088;130260;AM;Norte;EMAD I;True;
2295997;412550;PR;Sul;EMAD I;True;
2298848;410550;PR;Sul;EMAD I;False;ENFERMEIRO
2298899;410550;PR;Sul;EMAP;False;CHS_TOTAL_INSUFICIENTE
2275074;410630;PR;Sul;EMAD II;False;TECNICO_ENFERMAGEM
2279053;260320;PE;Nordeste;EMAP;True;
2284200;270235;AL;Nordeste;EMAD II;True;
2284219;270235;AL;Nordeste;EMAP;True;
2299356;410210;PR;Sul;EMAD II;True;
2299364;410210;PR;Sul;EMAP;True;
2496488;230940;CE;Nordeste;EMAD II;True;
1619942;291700;BA;Nordeste;EMAD II;True;
1619950;291700;BA;Nordeste;EMAP;True;
2287013;354530;SP;Sudeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
2283026;270310;AL;Nordeste;EMAD II;False;MEDICO,FISIO_OU_AS
2283034;270310;AL;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
347566;354340;SP;Sudeste;EMAD I;False;ENFERMEIRO
2288281;261485;PE;Nordeste;EMAD II;True;
2288303;261485;PE;Nordeste;EMAP;True;
2021617;410110;PR;Sul;EMAD II;True;
1698796;250010;PB;Nordeste;EMAP;True;
2270218;260190;PE;Nordeste;EMAD I;True;
2270226;260190;PE;Nordeste;EMAP;True;
2269252;421170;SC;Sul;EMAD II;True;
1698303;520330;GO;Centro-Oeste;EMAD II;True;
365270;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO,FISIO_OU_AS
1689835;355030;SP;Sudeste;EMAD I;True;
1703811;317130;MG;Sudeste;EMAD I;False;ENFERMEIRO
1707183;317130;MG;Sudeste;EMAP;True;
389579;411370;PR;Sul;EMAP;True;
1560743;150543;PA;Norte;EMAP;True;
1697226;352590;SP;Sudeste;EMAD I;True;
1697234;352590;SP;Sudeste;EMAP;True;
1710737;352590;SP;Sudeste;EMAD I;False;ENFERMEIRO
1566105;330395;RJ;Sudeste;EMAD II;True;
1484869;431340;RS;Sul;EMAP;True;
1505564;431340;RS;Sul;EMAD I;True;
1597051;355030;SP;Sudeste;EMAP;True;
1570447;431490;RS;Sul;EMAD I;True;
1708694;270840;AL;Nordeste;EMAD II;True;
1708716;270840;AL;Nordeste;EMAP;True;
2280590;320520;ES;Sudeste;EMAD I;False;TECNICO_ENFERMAGEM
2280612;320520;ES;Sudeste;EMAP;True;
316857;350160;SP;Sudeste;EMAD I;True;
316873;350160;SP;Sudeste;EMAD I;True;
316865;350160;SP;Sudeste;EMAP;True;
2494663;211400;MA;Nordeste;EMAP;True;
2189550;431570;RS;Sul;EMAD II;False;TECNICO_ENFERMAGEM
310379;330455;RJ;Sudeste;EMAD I;False;ENFERMEIRO
2318849;170820;TO;Norte;EMAD II;True;
2318857;170820;TO;Norte;EMAP;True;
2318792;261190;PE;Nordeste;EMAD II;True;
2318806;261190;PE;Nordeste;EMAP;True;
1593706;510180;MT;Centro-Oeste;EMAP;True;
2156628;355030;SP;Sudeste;EMAD I;True;
2366355;355030;SP;Sudeste;EMAP;True;
2374498;210030;MA;Nordeste;EMAP;True;
2395053;150445;PA;Norte;EMAP;True;
1548654;231070;CE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2324385;290840;BA;Nordeste;EMAP;True;
1656597;310620;MG;Sudeste;EMAD I;True;
2243229;313420;MG;Sudeste;EMAD I;True;
2393980;313420;MG;Sudeste;EMAP;True;
2264129;351300;SP;Sudeste;EMAD I;True;
2337908;292810;BA;Nordeste;EMAP;True;
1691821;353870;SP;Sudeste;EMAD I;True;
2510847;150370;PA;Norte;EMAD I;True;
2513293;230750;CE;Nordeste;EMAD II;True;
2516004;521375;GO;Centro-Oeste;EMAP-R;True;
2539152;330270;RJ;Sudeste;EMAD I;False;MEDICO
2379155;290570;BA;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2422654;290570;BA;Nordeste;EMAD I;True;
2516179;251070;PB;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2510243;292800;BA;Nordeste;EMAD II;True;
1709844;291950;BA;Nordeste;EMAD I;True;
1710478;291950;BA;Nordeste;EMAP;True;
2495082;312650;MG;Sudeste;EMAP-R;True;
2496909;251278;PB;Nordeste;EMAP-R;True;
2518058;280445;SE;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2518864;150157;PA;Norte;EMAP-R;True;
2520133;353650;SP;Sudeste;EMAD I;False;FISIO_OU_AS
2520141;353650;SP;Sudeste;EMAP;True;
2402998;354220;SP;Sudeste;EMAP;True;
2533677;430087;RS;Sul;EMAP-R;False;POUCAS_CATEGORIAS_NS
2536544;241330;RN;Nordeste;EMAP-R;True;
2418207;240820;RN;Nordeste;EMAD II;True;
2418215;240820;RN;Nordeste;EMAP;True;
1520652;317020;MG;Sudeste;EMAD I;True;
1498320;221000;PI;Nordeste;EMAD II;True;
2418649;130260;AM;Norte;EMAD I;True;
2418657;130260;AM;Norte;EMAP;True;
2522799;231330;CE;Nordeste;EMAD I;True;
2524430;292595;BA;Nordeste;EMAD II;True;
2524449;292595;BA;Nordeste;EMAP;True;
2524074;220330;PI;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
1521713;260050;PE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2475340;510630;MT;Centro-Oeste;EMAD II;True;
2487403;510630;MT;Centro-Oeste;EMAP;True;
2510251;292800;BA;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2409844;210570;MA;Nordeste;EMAD I;True;
2422689;240710;RN;Nordeste;EMAD I;False;TECNICO_ENFERMAGEM
2461900;250030;PB;Nordeste;EMAD II;True;
2499835;220955;PI;Nordeste;EMAP-R;True;
2510057;320506;ES;Sudeste;EMAD II;True;
2510065;320506;ES;Sudeste;EMAP;True;
1498088;292860;BA;Nordeste;EMAD I;False;TECNICO_ENFERMAGEM
2507722;313690;MG;Sudeste;EMAP-R;True;
2527642;500270;MS;Centro-Oeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2520222;310780;MG;Sudeste;EMAP-R;True;
2516632;250470;PB;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2517388;355030;SP;Sudeste;EMAD I;True;
2527928;210125;MA;Nordeste;EMAP-R;True;
2522551;251340;PB;Nordeste;EMAP-R;True;
2490447;431490;RS;Sul;EMAD I;True;
2516861;311840;MG;Sudeste;EMAD II;True;
2516233;411520;PR;Sul;EMAD I;True;
2489902;311630;MG;Sudeste;EMAP-R;True;
2465353;260010;PE;Nordeste;EMAD I;True;
1700588;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
1700596;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
1710796;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
1710826;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
1710850;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
2492881;312930;MG;Sudeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2493470;316970;MG;Sudeste;EMAD II;True;
2512831;260080;PE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2509547;250260;PB;Nordeste;EMAP-R;True;
2375249;210820;MA;Nordeste;EMAP;True;
2373726;210820;MA;Nordeste;EMAD II;True;
2486067;312770;MG;Sudeste;EMAD I;True;
2510855;290830;BA;Nordeste;EMAP-R;True;
2511517;292575;BA;Nordeste;EMAD II;True;
2522381;310220;MG;Sudeste;EMAP-R;True;
2418630;130260;AM;Norte;EMAD I;True;
2504995;211130;MA;Nordeste;EMAP;True;
2447797;312870;MG;Sudeste;EMAD I;False;ENFERMEIRO
2499843;251455;PB;Nordeste;EMAP-R;True;
2500116;250380;PB;Nordeste;EMAP-R;True;
1706861;280670;SE;Nordeste;EMAD I;True;
1706888;280670;SE;Nordeste;EMAP;True;
2486059;231100;CE;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2514133;261300;PE;Nordeste;EMAP;True;
2477211;150020;PA;Norte;EMAP;True;
2485559;220060;PI;Nordeste;EMAP-R;True;
2488000;221080;PI;Nordeste;EMAP-R;True;
1716336;280360;SE;Nordeste;EMAD II;True;
2485583;290327;BA;Nordeste;EMAP-R;True;
2488450;220050;PI;Nordeste;EMAP-R;True;
2490307;315980;MG;Sudeste;EMAD II;True;
2493160;430597;RS;Sul;EMAP;True;
2428970;355220;SP;Sudeste;EMAD I;False;TECNICO_ENFERMAGEM
2481693;431530;RS;Sul;EMAD II;True;
2309394;280360;SE;Nordeste;EMAP;True;
2485036;521525;GO;Centro-Oeste;EMAP;False;POUCAS_CATEGORIAS_NS
2461625;330455;RJ;Sudeste;EMAD I;False;ENFERMEIRO
2461633;330455;RJ;Sudeste;EMAD I;True;
2461668;330455;RJ;Sudeste;EMAP;True;
2461676;330455;RJ;Sudeste;EMAD I;True;
2496046;220105;PI;Nordeste;EMAP-R;True;
2498162;220250;PI;Nordeste;EMAP-R;True;
2308630;261160;PE;Nordeste;EMAD II;True;
2508052;250770;PB;Nordeste;EMAD II;False;MEDICO,ENFERMEIRO,TECNICO_ENFERMAGEM,FISIO_OU_AS
1709194;250690;PB;Nordeste;EMAD II;True;
2489872;220090;PI;Nordeste;EMAP-R;True;
2488302;312675;MG;Sudeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2488531;353860;SP;Sudeste;EMAD II;False;TECNICO_ENFERMAGEM,FISIO_OU_AS
2520621;250350;PB;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2533170;292740;BA;Nordeste;EMAD I;True;
2533189;292740;BA;Nordeste;EMAD I;True;
2497735;521880;GO;Centro-Oeste;EMAD I;True;
2488868;220990;PI;Nordeste;EMAP-R;True;
2532999;210600;MA;Nordeste;EMAP-R;True;
2532751;230365;CE;Nordeste;EMAP-R;True;
2533685;312590;MG;Sudeste;EMAD II;False;MEDICO,FISIO_OU_AS
2532913;350580;SP;Sudeste;EMAD II;True;
1493671;330040;RJ;Sudeste;EMAD I;False;ENFERMEIRO
2512947;316555;MG;Sudeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2535386;291185;BA;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2244284;421930;SC;Sul;EMAD I;False;ENFERMEIRO
2490579;240200;RN;Nordeste;EMAD I;True;
2492199;310300;MG;Sudeste;EMAP-R;True;
2365367;355060;SP;Sudeste;EMAP;True;
2507420;251430;PB;Nordeste;EMAP-R;True;
2293595;421930;SC;Sul;EMAP;True;
2227274;291760;BA;Nordeste;EMAD I;True;
2244799;291760;BA;Nordeste;EMAP;True;
2534770;260310;PE;Nordeste;EMAP;True;
2535408;293300;BA;Nordeste;EMAD II;True;
2537370;292380;BA;Nordeste;EMAD II;True;
2489058;313840;MG;Sudeste;EMAD I;False;FISIO_OU_AS
2489066;313840;MG;Sudeste;EMAP;True;
2494418;250157;PB;Nordeste;EMAP-R;True;
2537699;317107;MG;Sudeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2505827;520470;GO;Centro-Oeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2507773;311920;MG;Sudeste;EMAP-R;True;
2207346;280300;SE;Nordeste;EMAD I;False;TECNICO_ENFERMAGEM
2538245;292575;BA;Nordeste;EMAP;True;
2520001;313090;MG;Sudeste;EMAD II;True;
2537303;290790;BA;Nordeste;EMAP-R;True;
323039;350950;SP;Sudeste;EMAD I;True;
2287137;320520;ES;Sudeste;EMAD I;True;
1700618;230440;CE;Nordeste;EMAD I;True;
1710885;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
2308231;260290;PE;Nordeste;EMAP;False;CHS_TOTAL_INSUFICIENTE
1682024;330190;RJ;Sudeste;EMAD I;False;TECNICO_ENFERMAGEM
1708465;330190;RJ;Sudeste;EMAD I;False;ENFERMEIRO
401897;420240;SC;Sul;EMAD I;True;
2360810;510704;MT;Centro-Oeste;EMAD I;True;
2170183;421190;SC;Sul;EMAD I;True;
1700642;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
1523309;250630;PB;Nordeste;EMAD I;False;ENFERMEIRO,FISIO_OU_AS
2444046;211400;MA;Nordeste;EMAD I;True;
2315610;330580;RJ;Sudeste;EMAD I;False;TECNICO_ENFERMAGEM
2384841;150570;PA;Norte;EMAP;True;
1700650;230440;CE;Nordeste;EMAD I;True;
1700669;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
2425688;260080;PE;Nordeste;EMAD II;True;
310417;330455;RJ;Sudeste;EMAD I;False;ENFERMEIRO
1469797;330490;RJ;Sudeste;EMAD I;True;
1466003;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
2321556;316850;MG;Sudeste;EMAD II;True;
2321564;316850;MG;Sudeste;EMAP;True;
1581120;420910;SC;Sul;EMAD I;True;
2512149;312000;MG;Sudeste;EMAP-R;True;
2384876;150570;PA;Norte;EMAD II;True;
2324873;292210;BA;Nordeste;EMAD II;True;
2431149;130260;AM;Norte;EMAD I;True;
2445158;220270;PI;Nordeste;EMAD II;True;
1531891;314710;MG;Sudeste;EMAD I;True;
1531905;314710;MG;Sudeste;EMAP;True;
318981;350390;SP;Sudeste;EMAD I;True;
401889;420240;SC;Sul;EMAD I;True;
276405;317020;MG;Sudeste;EMAD I;True;
369071;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
2458519;312510;MG;Sudeste;EMAD II;False;TECNICO_ENFERMAGEM
2458500;312510;MG;Sudeste;EMAP;True;
152374;261160;PE;Nordeste;EMAD I;False;ENFERMEIRO
152358;261160;PE;Nordeste;EMAD I;True;
152838;261160;PE;Nordeste;EMAD I;True;
152811;261160;PE;Nordeste;EMAD I;False;FISIO_OU_AS
152331;261160;PE;Nordeste;EMAP;True;
152323;261160;PE;Nordeste;EMAD I;True;
152315;261160;PE;Nordeste;EMAD I;False;ENFERMEIRO
152366;261160;PE;Nordeste;EMAD I;True;
1520644;261160;PE;Nordeste;EMAD I;True;
1526812;261160;PE;Nordeste;EMAD I;True;
152390;261160;PE;Nordeste;EMAP;True;
1656570;310620;MG;Sudeste;EMAD I;True;
2324490;230540;CE;Nordeste;EMAD I;False;ENFERMEIRO
2324504;230540;CE;Nordeste;EMAP;True;
2416646;293150;BA;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2416654;293150;BA;Nordeste;EMAD II;True;
2303965;261160;PE;Nordeste;EMAD II;True;
2243237;352900;SP;Sudeste;EMAD I;False;ENFERMEIRO,FISIO_OU_AS
1648977;315460;MG;Sudeste;EMAD I;True;
194328;291360;BA;Nordeste;EMAD I;True;
1712136;311100;MG;Sudeste;EMAP;True;
2320606;355030;SP;Sudeste;EMAP;True;
367877;355030;SP;Sudeste;EMAD I;True;
2406012;292740;BA;Nordeste;EMAD I;True;
1674773;431490;RS;Sul;EMAD I;True;
2170396;421190;SC;Sul;EMAD I;True;
2408864;355030;SP;Sudeste;EMAP;True;
2408856;355030;SP;Sudeste;EMAD I;True;
2194465;280067;SE;Nordeste;EMAP;True;
2412268;311000;MG;Sudeste;EMAP;True;
2251582;330190;RJ;Sudeste;EMAD I;False;ENFERMEIRO
2256363;313130;MG;Sudeste;EMAD I;True;
2467038;355030;SP;Sudeste;EMAP;True;
231517;310620;MG;Sudeste;EMAD I;True;
230006;310620;MG;Sudeste;EMAD I;True;
2324377;290840;BA;Nordeste;EMAD I;False;FISIO_OU_AS
2162644;292170;BA;Nordeste;EMAD II;True;
368121;355030;SP;Sudeste;EMAD I;True;
2369311;230710;CE;Nordeste;EMAD II;True;
2171783;230950;CE;Nordeste;EMAP;True;
2372568;292740;BA;Nordeste;EMAD I;True;
1667408;150405;PA;Norte;EMAP;True;
2406039;292740;BA;Nordeste;EMAD I;True;
2162997;520549;GO;Centro-Oeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
2130947;160030;AP;Norte;EMAD I;True;
2130963;160030;AP;Norte;EMAP;True;
2286599;160030;AP;Norte;EMAD I;True;
1477676;110020;RO;Norte;EMAD I;True;
2395770;292740;BA;Nordeste;EMAD I;False;TECNICO_ENFERMAGEM
2476932;210660;MA;Nordeste;EMAD II;True;
2476940;210660;MA;Nordeste;EMAP;True;
2488272;316290;MG;Sudeste;EMAD II;True;
2323818;240260;RN;Nordeste;EMAP;True;
2514303;251720;PB;Nordeste;EMAP-R;True;
2444356;240710;RN;Nordeste;EMAP;True;
2514443;280170;SE;Nordeste;EMAP-R;True;
2512033;312737;MG;Sudeste;EMAP-R;True;
1583417;355220;SP;Sudeste;EMAD I;True;
2151367;251150;PB;Nordeste;EMAD II;True;
